stabb,year,milexp,totalpop,milpers,urbanpop
ROK,1951,39048.0,20227.0,196.0,3285.0
ROK,1952,47860.0,20289.0,335.0,3452.0
ROK,1953,82544.0,20523.0,504.0,3687.0
ROK,1954,58797.0,20908.0,630.0,3932.0
ROK,1955,80684.0,21424.0,730.0,4215.0
ROK,1956,79738.0,22042.0,650.0,4469.0
ROK,1957,111330.0,22677.0,650.0,4741.0
ROK,1958,109371.0,23330.0,650.0,5066.0
ROK,1959,111332.0,24003.0,650.0,5412.0
ROK,1960,98612.0,25012.0,650.0,5805.0
ROK,1961,99503.0,25766.0,570.0,6248.0
ROK,1962,132973.0,26513.0,570.0,6697.0
ROK,1963,100081.0,27262.0,627.0,6766.0
ROK,1964,128760.0,27984.0,600.0,6835.0
ROK,1965,111990.0,28705.0,604.0,6904.0
ROK,1966,148270.0,29436.0,572.0,6973.0
ROK,1967,176991.0,30131.0,612.0,7052.0
ROK,1968,226122.0,30838.0,620.0,7905.0
ROK,1969,273553.0,31544.0,620.0,8757.0
ROK,1970,270976.0,32241.0,645.0,9610.0
ROK,1971,318782.0,32883.0,638.0,11294.0
ROK,1972,313056.0,33505.0,635.0,13189.0
ROK,1973,429303.0,34103.0,634.0,14033.0
ROK,1974,491971.0,34692.0,634.0,14924.0
ROK,1975,578512.0,35281.0,630.0,15868.0
ROK,1976,876033.0,35849.0,610.0,16842.0
ROK,1977,1470743.0,36412.0,600.0,17853.0
ROK,1978,1913223.0,36969.0,600.0,18889.0
ROK,1979,2721074.0,37534.0,638.0,19933.0
ROK,1980,3308760.0,38124.0,600.0,19579.0
ROK,1981,4285002.0,38723.0,606.0,22060.0
ROK,1982,4350065.0,39326.0,601.0,23155.0
ROK,1983,4406876.0,39910.0,602.0,24266.0
ROK,1984,4494500.0,40406.0,602.0,25398.0
ROK,1985,4550000.0,40806.0,600.0,25291.0
ROK,1986,5110000.0,41214.0,604.0,26372.0
ROK,1987,6970000.0,41622.0,604.0,27307.0
ROK,1988,8510000.0,42031.0,626.0,28241.0
ROK,1989,9886000.0,42449.0,647.0,29176.0
ROK,1990,10620000.0,42869.0,650.0,30100.0
ROK,1991,10800000.0,43296.0,750.0,30879.0
ROK,1992,11400000.0,43748.0,750.0,31659.0
ROK,1993,11930000.0,44195.0,750.0,32438.0
ROK,1994,12764000.0,44642.0,750.0,33218.0
ROK,1995,14179000.0,45093.0,750.0,33997.0
ROK,1996,16172000.0,45545.0,670.0,32668.0
ROK,1997,15334000.0,45991.0,670.0,31339.0
ROK,1998,10461000.0,46109.0,670.0,30010.0
ROK,1999,12088000.0,46480.0,665.0,28681.0
ROK,2000,12749000.0,46844.0,683.0,27352.0
ROK,2001,11165000.0,47354.0,683.0,26023.0
ROK,2002,13081000.0,47622.0,686.0,24694.0
ROK,2003,14632000.0,47859.0,686.0,23365.0
ROK,2004,17463000.0,48039.0,686.0,23126.0
ROK,2005,21504000.0,48138.0,687.0,22888.0
ROK,2006,24645000.0,48297.0,688.0,22649.0
ROK,2007,26588000.0,48456.0,687.0,22826.0
ROM,1945,0.0,13680.0,119.0,1112.0
ROM,1946,61522.0,15790.0,114.0,1113.0
ROM,1947,60397.0,15850.0,140.0,1115.0
ROM,1948,59216.0,15893.0,166.0,1159.0
ROM,1949,118945.0,16084.0,167.0,1203.0
ROM,1950,224597.0,16311.0,218.0,1296.0
ROM,1951,318660.0,16464.0,269.0,1397.0
ROM,1952,482878.0,16630.0,270.0,1507.0
ROM,1953,656301.0,16847.0,271.0,1624.0
ROM,1954,412799.0,17040.0,272.0,1751.0
ROM,1955,431999.0,17325.0,272.0,1887.0
ROM,1956,409844.0,17583.0,233.0,2170.0
ROM,1957,377883.0,17829.0,194.0,2452.0
ROM,1958,370492.0,18056.0,205.0,2490.0
ROM,1959,358383.0,18226.0,216.0,2622.0
ROM,1960,378455.0,18403.0,227.0,2691.0
ROM,1961,382095.0,18567.0,312.0,2762.0
ROM,1962,419868.0,18681.0,304.0,2834.0
ROM,1963,439156.0,18813.0,250.0,2909.0
ROM,1964,460674.0,18927.0,250.0,2986.0
ROM,1965,506645.0,19027.0,258.0,3065.0
ROM,1966,541971.0,19141.0,212.0,3139.0
ROM,1967,581495.0,19285.0,190.0,3224.0
ROM,1968,713125.0,19721.0,190.0,3313.0
ROM,1969,783558.0,20010.0,190.0,3388.0
ROM,1970,925775.0,20253.0,211.0,3467.0
ROM,1971,1937400.0,20470.0,218.0,3626.0
ROM,1972,2117400.0,20663.0,218.0,3857.0
ROM,1973,2316300.0,20828.0,192.0,3914.0
ROM,1974,2625800.0,21029.0,218.0,3971.0
ROM,1975,2922700.0,21245.0,220.0,4488.0
ROM,1976,3180900.0,21446.0,220.0,4716.0
ROM,1977,3397200.0,21658.0,208.0,5034.0
ROM,1978,3744400.0,21855.0,209.0,5311.0
ROM,1979,3974800.0,22048.0,210.0,5433.0
ROM,1980,3773856.0,22201.0,211.0,5624.0
ROM,1981,4053839.0,22353.0,212.0,5673.0
ROM,1982,4890712.0,22478.0,213.0,5981.0
ROM,1983,5159423.0,22553.0,232.0,6036.0
ROM,1984,5295000.0,22625.0,236.0,6091.0
ROM,1985,1395000.0,22725.0,237.0,6384.0
ROM,1986,1327000.0,22823.0,238.0,6475.0
ROM,1987,1183000.0,22940.0,248.0,6566.0
ROM,1988,809000.0,23054.0,220.0,6657.0
ROM,1989,1980000.0,23152.0,207.0,6748.0
ROM,1990,1570000.0,23207.0,126.0,6839.0
ROM,1991,1150000.0,23185.0,201.0,7028.0
ROM,1992,1700000.0,22789.0,172.0,7217.0
ROM,1993,834000.0,22755.0,200.0,8800.0
ROM,1994,729000.0,22731.0,200.0,7125.0
ROM,1995,872000.0,22681.0,200.0,7143.0
ROM,1996,762000.0,22608.0,200.0,7120.0
ROM,1997,793000.0,22565.0,200.0,7015.0
ROM,1998,905000.0,22474.0,200.0,6982.0
ROM,1999,607000.0,22402.0,170.0,6962.0
ROM,2000,940000.0,22327.0,207.0,6942.0
ROM,2001,969000.0,22408.0,103.0,6922.0
ROM,2002,1056000.0,21795.0,99.0,6227.0
ROM,2003,1313000.0,21734.0,104.0,6603.0
ROM,2004,1530000.0,21673.0,100.0,6590.0
ROM,2005,1976000.0,21624.0,97.0,6576.0
ROM,2006,2259000.0,21584.0,97.0,6559.0
ROM,2007,3044000.0,21538.0,70.0,6443.0
RUS,1945,8589076.0,177300.0,12500.0,29189.0
RUS,1946,8764724.0,174000.0,2500.0,28110.0
RUS,1947,11583011.0,173600.0,2700.0,29346.0
RUS,1948,13157894.0,178000.0,2900.0,30636.0
RUS,1949,13964622.0,175000.0,3600.0,31982.0
RUS,1950,15510433.0,180075.0,4300.0,33388.0
RUS,1951,20126000.0,183190.0,5000.0,34855.0
RUS,1952,21900448.0,186377.0,5800.0,36387.0
RUS,1953,25527632.0,189490.0,5800.0,37987.0
RUS,1954,28064976.0,192709.0,5800.0,39656.0
RUS,1955,29542096.0,196159.0,5800.0,41400.0
RUS,1956,26749408.0,199658.0,5100.0,42711.0
RUS,1957,27624304.0,203169.0,4500.0,45119.0
RUS,1958,30241936.0,206775.0,3900.0,47102.0
RUS,1959,34498608.0,210498.0,3600.0,49172.0
RUS,1960,36960032.0,214329.0,3600.0,51252.0
RUS,1961,43662960.0,218145.0,3000.0,53420.0
RUS,1962,49976192.0,221730.0,3000.0,55680.0
RUS,1963,47000000.0,225063.0,3110.0,58035.0
RUS,1964,47000000.0,228149.0,3110.0,60490.0
RUS,1965,46000000.0,230936.0,2780.0,63050.0
RUS,1966,48000000.0,233533.0,3800.0,65717.0
RUS,1967,52000000.0,235994.0,3900.0,68496.0
RUS,1968,62622000.0,238316.0,4100.0,71395.0
RUS,1969,68053000.0,240554.0,4200.0,74480.0
RUS,1970,77200000.0,242767.0,4300.0,75424.0
RUS,1971,82700000.0,245110.0,3900.0,77675.0
RUS,1972,88900000.0,247501.0,4000.0,80004.0
RUS,1973,96410000.0,249802.0,4000.0,83806.0
RUS,1974,109000000.0,252131.0,4100.0,85319.0
RUS,1975,128000000.0,254469.0,4100.0,86831.0
RUS,1976,138000000.0,256760.0,4200.0,94647.0
RUS,1977,149000000.0,259029.0,3900.0,95626.0
RUS,1978,163000000.0,261253.0,3900.0,97367.0
RUS,1979,180000000.0,263404.0,3900.0,98267.0
RUS,1980,201000000.0,265484.0,3900.0,100807.0
RUS,1981,221000000.0,267622.0,3900.0,102370.0
RUS,1982,237000000.0,269901.0,3900.0,105020.0
RUS,1983,250000000.0,272368.0,3900.0,107452.0
RUS,1984,264000000.0,274874.0,3900.0,109611.0
RUS,1985,275000000.0,277334.0,3900.0,112227.0
RUS,1986,287600000.0,280016.0,3900.0,114802.0
RUS,1987,303000000.0,282830.0,3900.0,117457.0
RUS,1988,317900000.0,285419.0,3900.0,115503.0
RUS,1989,119440000.0,287630.0,3700.0,113549.0
RUS,1990,128790000.0,281344.0,3400.0,111594.0
RUS,1991,133700000.0,148245.0,3000.0,62371.0
RUS,1992,47220000.0,148310.0,1900.0,62371.0
RUS,1993,29120000.0,148146.0,1500.0,67957.0
RUS,1994,96693000.0,147968.0,1400.0,66648.0
RUS,1995,82000000.0,147774.0,1400.0,66598.0
RUS,1996,73990000.0,147739.0,1300.0,66982.0
RUS,1997,64000000.0,147105.0,1300.0,67365.0
RUS,1998,57107000.0,147434.0,1000.0,66800.0
RUS,1999,56800000.0,147196.0,900.0,66234.0
RUS,2000,52000000.0,146934.0,1004.0,66484.0
RUS,2001,63684000.0,145976.0,977.0,66734.0
RUS,2002,50800000.0,145306.0,988.0,66983.0
RUS,2003,65200000.0,144566.0,961.0,67233.0
RUS,2004,59600000.0,143821.0,999.0,67483.0
RUS,2005,18768000.0,143114.0,1037.0,67733.0
RUS,2006,24577000.0,142487.0,1027.0,67982.0
RUS,2007,32215000.0,142115.0,1027.0,68232.0
RVN,1954,379321.0,12200.0,170.0,810.0
RVN,1955,322631.0,12420.0,160.0,860.0
RVN,1956,215926.0,12670.0,150.0,923.0
RVN,1957,179972.0,12980.0,160.0,1008.0
RVN,1958,171914.0,13320.0,160.0,1093.0
RVN,1959,176371.0,13700.0,160.0,1192.0
RVN,1960,208657.0,14100.0,160.0,1305.0
RVN,1961,236629.0,14490.0,375.0,1421.0
RVN,1962,342657.0,14930.0,400.0,1561.0
RVN,1963,223133.0,15320.0,425.0,1713.0
RVN,1964,311433.0,15720.0,230.0,1868.0
RVN,1965,493900.0,16120.0,565.0,2126.0
RVN,1966,713450.0,16540.0,617.0,2288.0
RVN,1967,326441.0,16970.0,645.0,2453.0
RVN,1968,456356.0,17410.0,735.0,2171.0
RVN,1969,666101.0,17870.0,892.0,2824.0
RVN,1970,1118643.0,18330.0,1000.0,3111.0
RVN,1971,563636.0,18810.0,1060.0,3314.0
RVN,1972,450000.0,19086.0,1100.0,3504.0
RVN,1973,580000.0,19367.0,1090.0,3361.0
RVN,1974,539000.0,19652.0,980.0,3870.0
RVN,1975,559000.0,19941.0,570.0,4707.0
RWA,1962,0.0,2830.0,1.0,0.0
RWA,1963,2600.0,2924.0,1.0,0.0
RWA,1964,3600.0,3020.0,2.0,0.0
RWA,1965,4400.0,3130.0,2.0,0.0
RWA,1966,4800.0,3257.0,3.0,0.0
RWA,1967,3910.0,3369.0,3.0,0.0
RWA,1968,3600.0,3462.0,4.0,0.0
RWA,1969,4500.0,3566.0,4.0,0.0
RWA,1970,4800.0,3690.0,4.0,0.0
RWA,1971,4330.0,3799.0,4.0,0.0
RWA,1972,3960.0,3886.0,4.0,0.0
RWA,1973,6700.0,3992.0,4.0,0.0
RWA,1974,6184.0,4098.0,4.0,0.0
RWA,1975,7711.0,4193.0,4.0,103.0
RWA,1976,9457.0,4288.0,4.0,107.0
RWA,1977,10029.0,4362.0,4.0,112.0
RWA,1978,11327.0,4800.0,4.0,116.0
RWA,1979,13361.0,4978.0,4.0,120.0
RWA,1980,22098.0,5162.0,5.0,126.0
RWA,1981,27084.0,5353.0,5.0,132.0
RWA,1982,28134.0,5551.0,5.0,136.0
RWA,1983,29007.0,5757.0,5.0,141.0
RWA,1984,30225.0,5840.0,5.0,145.0
RWA,1985,31000.0,6052.0,5.0,150.0
RWA,1986,34135.0,6313.0,5.0,164.0
RWA,1987,37660.0,6610.0,5.0,178.0
RWA,1988,36630.0,6873.0,5.0,192.0
RWA,1989,37000.0,7007.0,6.0,206.0
RWA,1990,37504.0,7181.0,6.0,220.0
RWA,1991,117390.0,6670.0,30.0,234.0
RWA,1992,112490.0,6200.0,30.0,223.0
RWA,1993,105000.0,5678.0,30.0,212.0
RWA,1994,109000.0,5296.0,30.0,201.0
RWA,1995,90000.0,5184.0,30.0,222.0
RWA,1996,97000.0,5397.0,55.0,244.0
RWA,1997,103000.0,5883.0,40.0,269.0
RWA,1998,144000.0,6604.0,40.0,296.0
RWA,1999,135000.0,7235.0,40.0,326.0
RWA,2000,98000.0,7733.0,70.0,350.0
RWA,2001,98000.0,7740.0,70.0,375.0
RWA,2002,63000.0,8539.0,70.0,403.0
RWA,2003,69000.0,8685.0,51.0,432.0
RWA,2004,45000.0,8820.0,51.0,463.0
RWA,2005,56000.0,8992.0,51.0,482.0
RWA,2006,72000.0,9210.0,51.0,502.0
RWA,2007,62000.0,9455.0,33.0,523.0
SAF,1945,206537.0,11265.0,0.0,1766.0
SAF,1946,96481.0,11451.0,40.0,1839.0
SAF,1947,67331.0,11690.0,30.0,1911.0
SAF,1948,67902.0,11957.0,10.0,1978.0
SAF,1949,44088.0,12212.0,9.0,2031.0
SAF,1950,29232.0,13310.0,10.0,2090.0
SAF,1951,57071.0,13609.0,11.0,2154.0
SAF,1952,65151.0,13918.0,13.0,2217.0
SAF,1953,58741.0,14240.0,14.0,2284.0
SAF,1954,55960.0,14569.0,15.0,2358.0
SAF,1955,58252.0,14911.0,16.0,2429.0
SAF,1956,66964.0,15257.0,17.0,2506.0
SAF,1957,72062.0,15618.0,19.0,2583.0
SAF,1958,55882.0,15994.0,20.0,2670.0
SAF,1959,40571.0,16385.0,21.0,2761.0
SAF,1960,61333.0,17122.0,22.0,2837.0
SAF,1961,90706.0,17577.0,24.0,2997.0
SAF,1962,161471.0,18048.0,24.0,3186.0
SAF,1963,164202.0,18547.0,45.0,3382.0
SAF,1964,237751.0,19076.0,50.0,3593.0
SAF,1965,252257.0,19607.0,55.0,3820.0
SAF,1966,284518.0,20162.0,50.0,4074.0
SAF,1967,325462.0,20725.0,50.0,4338.0
SAF,1968,332448.0,21292.0,55.0,4602.0
SAF,1969,350104.0,21881.0,55.0,4884.0
SAF,1970,358656.0,22458.0,40.0,6046.0
SAF,1971,423658.0,23056.0,60.0,5528.0
SAF,1972,425670.0,23683.0,75.0,5830.0
SAF,1973,632491.0,24333.0,40.0,6128.0
SAF,1974,964228.0,24997.0,45.0,6492.0
SAF,1975,1247438.0,25669.0,50.0,6771.0
SAF,1976,1445492.0,26347.0,59.0,7053.0
SAF,1977,1814627.0,27032.0,67.0,7336.0
SAF,1978,2181013.0,27728.0,78.0,7609.0
SAF,1979,2241625.0,28440.0,70.0,7853.0
SAF,1980,2858612.0,29170.0,70.0,8138.0
SAF,1981,3081006.0,29919.0,78.0,8402.0
SAF,1982,2675998.0,30686.0,78.0,8663.0
SAF,1983,3306705.0,31467.0,77.0,8919.0
SAF,1984,2634556.0,32254.0,97.0,9159.0
SAF,1985,2147000.0,33043.0,95.0,9296.0
SAF,1986,2340000.0,33833.0,90.0,9432.0
SAF,1987,3290000.0,34626.0,102.0,9569.0
SAF,1988,3410000.0,35425.0,100.0,9706.0
SAF,1989,3600000.0,36237.0,100.0,9843.0
SAF,1990,4320000.0,37066.0,85.0,9979.0
SAF,1991,3850000.0,38012.0,80.0,9891.0
SAF,1992,3320000.0,38819.0,75.0,10228.0
SAF,1993,3482000.0,39628.0,75.0,10577.0
SAF,1994,4071000.0,40436.0,75.0,10938.0
SAF,1995,3177000.0,41244.0,75.0,11280.0
SAF,1996,2804000.0,42393.0,75.0,11633.0
SAF,1997,2517000.0,43336.0,75.0,11997.0
SAF,1998,1900000.0,39357.0,75.0,12373.0
SAF,1999,1755000.0,39900.0,68.0,12760.0
SAF,2000,2019000.0,40377.0,63.0,13041.0
SAF,2001,1829000.0,44929.0,62.0,13328.0
SAF,2002,1874000.0,45587.0,60.0,13621.0
SAF,2003,2712000.0,46206.0,56.0,13921.0
SAF,2004,3132000.0,46787.0,55.0,14227.0
SAF,2005,3697000.0,47335.0,55.0,14480.0
SAF,2006,3527000.0,46787.0,56.0,14738.0
SAF,2007,3753000.0,48287.0,62.0,15000.0
SAL,1945,1801.0,1740.0,0.0,0.0
SAL,1946,1516.0,1760.0,3.0,106.0
SAL,1947,1802.0,1780.0,3.0,116.0
SAL,1948,2362.0,1811.0,3.0,126.0
SAL,1949,2801.0,1835.0,3.0,137.0
SAL,1950,3944.0,1859.0,3.0,149.0
SAL,1951,4741.0,1912.0,3.0,162.0
SAL,1952,5080.0,1965.0,3.0,171.0
SAL,1953,6154.0,2020.0,3.0,177.0
SAL,1954,5800.0,2077.0,3.0,184.0
SAL,1955,6560.0,2135.0,7.0,191.0
SAL,1956,6960.0,2195.0,7.0,195.0
SAL,1957,7680.0,2257.0,7.0,204.0
SAL,1958,7600.0,2321.0,7.0,213.0
SAL,1959,6240.0,2386.0,7.0,222.0
SAL,1960,6120.0,2578.0,7.0,231.0
SAL,1961,6200.0,2526.0,6.0,241.0
SAL,1962,8680.0,2627.0,6.0,251.0
SAL,1963,8520.0,2721.0,3.0,261.0
SAL,1964,8000.0,2824.0,4.0,273.0
SAL,1965,9040.0,2928.0,4.0,284.0
SAL,1966,9200.0,3037.0,4.0,470.0
SAL,1967,9480.0,3151.0,4.0,539.0
SAL,1968,9240.0,3266.0,4.0,608.0
SAL,1969,10480.0,3390.0,4.0,625.0
SAL,1970,9960.0,3534.0,4.0,647.0
SAL,1971,11960.0,3647.0,6.0,668.0
SAL,1972,12520.0,3668.0,8.0,690.0
SAL,1973,25060.0,3771.0,8.0,711.0
SAL,1974,26040.0,3887.0,8.0,733.0
SAL,1975,27880.0,4005.0,8.0,754.0
SAL,1976,37920.0,4122.0,8.0,776.0
SAL,1977,50000.0,4255.0,8.0,798.0
SAL,1978,58800.0,4353.0,11.0,819.0
SAL,1979,68000.0,4435.0,14.0,841.0
SAL,1980,72000.0,4508.0,16.0,862.0
SAL,1981,116000.0,4587.0,23.0,884.0
SAL,1982,139000.0,4662.0,28.0,905.0
SAL,1983,158000.0,4724.0,32.0,927.0
SAL,1984,205000.0,4780.0,45.0,948.0
SAL,1985,252000.0,4856.0,48.0,970.0
SAL,1986,160000.0,4948.0,48.0,989.0
SAL,1987,208180.0,5054.0,49.0,1009.0
SAL,1988,237000.0,5090.0,45.0,1131.0
SAL,1989,139230.0,5193.0,45.0,1253.0
SAL,1990,143830.0,5031.0,55.0,1344.0
SAL,1991,141870.0,5351.0,60.0,1436.0
SAL,1992,175000.0,5477.0,49.0,1527.0
SAL,1993,100000.0,5393.0,49.0,1618.0
SAL,1994,132000.0,5528.0,30.0,1708.0
SAL,1995,145000.0,5662.0,22.0,1799.0
SAL,1996,149000.0,5796.0,22.0,1890.0
SAL,1997,176000.0,5928.0,15.0,1980.0
SAL,1998,163000.0,6032.0,15.0,2071.0
SAL,1999,171000.0,6154.0,15.0,2220.0
SAL,2000,168000.0,6276.0,17.0,2324.0
SAL,2001,165000.0,6397.0,17.0,2427.0
SAL,2002,109000.0,6518.0,17.0,2531.0
SAL,2003,106000.0,6638.0,16.0,2634.0
SAL,2004,106000.0,6757.0,15.0,2689.0
SAL,2005,106000.0,6875.0,15.0,2743.0
SAL,2006,106000.0,6991.0,16.0,2778.0
SAL,2007,111000.0,7105.0,16.0,2814.0
SAU,1945,0.0,2866.0,4.0,188.0
SAU,1946,0.0,2930.0,4.0,198.0
SAU,1947,16525.0,2995.0,4.0,210.0
SAU,1948,21316.0,3062.0,4.0,222.0
SAU,1949,0.0,3131.0,5.0,235.0
SAU,1950,0.0,3201.0,6.0,248.0
SAU,1951,24130.0,3271.0,7.0,263.0
SAU,1952,19432.0,3347.0,8.0,278.0
SAU,1953,36485.0,3427.0,9.0,294.0
SAU,1954,124214.0,3509.0,34.0,311.0
SAU,1955,151898.0,3593.0,33.0,329.0
SAU,1956,0.0,3679.0,32.0,348.0
SAU,1957,89767.0,3767.0,31.0,368.0
SAU,1958,202387.0,3861.0,30.0,389.0
SAU,1959,70866.0,3963.0,30.0,411.0
SAU,1960,60361.0,4075.0,30.0,435.0
SAU,1961,58916.0,4199.0,35.0,455.0
SAU,1962,71456.0,4335.0,37.0,476.0
SAU,1963,93186.0,4481.0,35.0,316.0
SAU,1964,122426.0,4634.0,40.0,368.0
SAU,1965,132260.0,4793.0,40.0,419.0
SAU,1966,178796.0,4958.0,45.0,706.0
SAU,1967,301189.0,5132.0,50.0,820.0
SAU,1968,334037.0,5318.0,60.0,962.0
SAU,1969,338333.0,5521.0,60.0,1124.0
SAU,1970,426089.0,5745.0,65.0,1311.0
SAU,1971,530222.0,5991.0,75.0,1520.0
SAU,1972,783150.0,6260.0,75.0,1704.0
SAU,1973,1304912.0,6557.0,75.0,1954.0
SAU,1974,2028732.0,6886.0,75.0,2227.0
SAU,1975,4200307.0,7251.0,75.0,2352.0
SAU,1976,7412181.0,7654.0,75.0,2483.0
SAU,1977,8961448.0,8092.0,75.0,2622.0
SAU,1978,11378986.0,8565.0,75.0,2769.0
SAU,1979,15587658.0,9070.0,79.0,2924.0
SAU,1980,19261130.0,9604.0,79.0,3087.0
SAU,1981,24400876.0,10163.0,79.0,3260.0
SAU,1982,27062007.0,10745.0,80.0,3443.0
SAU,1983,21921329.0,11352.0,80.0,3635.0
SAU,1984,22674354.0,11987.0,80.0,3839.0
SAU,1985,17693000.0,12649.0,80.0,4054.0
SAU,1986,17300000.0,13347.0,80.0,4280.0
SAU,1987,16240000.0,13612.0,80.0,4520.0
SAU,1988,13570000.0,14016.0,84.0,4773.0
SAU,1989,14690000.0,14435.0,82.0,5040.0
SAU,1990,23200000.0,14870.0,146.0,5689.0
SAU,1991,35500000.0,16545.0,191.0,6339.0
SAU,1992,14490000.0,16964.0,172.0,6988.0
SAU,1993,17516000.0,17350.0,172.0,7637.0
SAU,1994,14554000.0,17765.0,164.0,8287.0
SAU,1995,17196000.0,18255.0,175.0,8936.0
SAU,1996,17730000.0,18836.0,180.0,9585.0
SAU,1997,18151000.0,19494.0,180.0,10235.0
SAU,1998,21303000.0,20181.0,190.0,10884.0
SAU,1999,21876000.0,20899.0,190.0,11533.0
SAU,2000,22050000.0,21607.0,202.0,12183.0
SAU,2001,24266000.0,20979.0,201.0,12832.0
SAU,2002,18502000.0,21495.0,200.0,13481.0
SAU,2003,18747000.0,22023.0,200.0,14131.0
SAU,2004,20910000.0,22564.0,199.0,14780.0
SAU,2005,25372000.0,23119.0,199.0,15132.0
SAU,2006,29541000.0,23679.0,200.0,15492.0
SAU,2007,35446000.0,24243.0,225.0,15861.0
SEN,1960,0.0,3498.0,1.0,375.0
SEN,1961,3000.0,3578.0,4.0,409.0
SEN,1962,6000.0,3660.0,4.0,442.0
SEN,1963,9005.0,3744.0,9.0,474.0
SEN,1964,11007.0,3831.0,7.0,503.0
SEN,1965,15009.0,3919.0,7.0,548.0
SEN,1966,15009.0,4009.0,7.0,582.0
SEN,1967,15009.0,4101.0,7.0,637.0
SEN,1968,15009.0,4195.0,7.0,683.0
SEN,1969,17140.0,4295.0,7.0,581.0
SEN,1970,16452.0,4396.0,7.0,770.0
SEN,1971,16490.0,4506.0,7.0,813.0
SEN,1972,19127.0,4655.0,7.0,857.0
SEN,1973,21172.0,4734.0,7.0,909.0
SEN,1974,21572.0,4852.0,7.0,942.0
SEN,1975,31635.0,4974.0,7.0,987.0
SEN,1976,34450.0,5098.0,11.0,1023.0
SEN,1977,40351.0,5241.0,13.0,1078.0
SEN,1978,49074.0,5387.0,13.0,1135.0
SEN,1979,59016.0,5538.0,8.0,1196.0
SEN,1980,64188.0,5693.0,8.0,1239.0
SEN,1981,69012.0,5923.0,14.0,1287.0
SEN,1982,51920.0,6017.0,18.0,1328.0
SEN,1983,64033.0,6185.0,18.0,1368.0
SEN,1984,64891.0,6258.0,18.0,1404.0
SEN,1985,73410.0,6522.0,18.0,1447.0
SEN,1986,89750.0,6719.0,18.0,1581.0
SEN,1987,99300.0,6908.0,18.0,1715.0
SEN,1988,96940.0,6913.0,14.0,1849.0
SEN,1989,94950.0,7103.0,15.0,1983.0
SEN,1990,111850.0,7298.0,18.0,2117.0
SEN,1991,109900.0,7499.0,18.0,2251.0
SEN,1992,126700.0,7704.0,18.0,2385.0
SEN,1993,86700.0,7913.0,18.0,2365.0
SEN,1994,61000.0,8127.0,14.0,2345.0
SEN,1995,74000.0,8347.0,14.0,2375.0
SEN,1996,76000.0,8572.0,14.0,2405.0
SEN,1997,71000.0,8802.0,14.0,2435.0
SEN,1998,83000.0,9003.0,13.0,2465.0
SEN,1999,81000.0,9240.0,13.0,2495.0
SEN,2000,62000.0,9481.0,9.0,2606.0
SEN,2001,61000.0,9667.0,10.0,2718.0
SEN,2002,69000.0,9913.0,9.0,2829.0
SEN,2003,94000.0,10165.0,14.0,2941.0
SEN,2004,108000.0,10564.0,13.0,3052.0
SEN,2005,125000.0,10848.0,13.0,3163.0
SEN,2006,149000.0,11000.0,14.0,3275.0
SEN,2007,193000.0,11152.0,14.0,3386.0
SEY,1976,0.0,61.0,0.0,0.0
SEY,1977,0.0,62.0,0.0,0.0
SEY,1978,0.0,62.0,0.0,0.0
SEY,1979,0.0,63.0,0.0,0.0
SEY,1980,5000.0,63.0,0.0,0.0
SEY,1981,6000.0,64.0,0.0,0.0
SEY,1982,6000.0,64.0,1.0,0.0
SEY,1983,9000.0,64.0,1.0,0.0
SEY,1984,8000.0,65.0,1.0,0.0
SEY,1985,8410.0,65.0,1.0,0.0
SEY,1986,9710.0,66.0,1.0,0.0
SEY,1987,12610.0,68.0,1.0,0.0
SEY,1988,0.0,69.0,1.0,0.0
SEY,1989,12400.0,69.0,1.0,0.0
SEY,1990,0.0,70.0,1.0,0.0
SEY,1991,15920.0,70.0,1.0,0.0
SEY,1992,15230.0,71.0,1.0,0.0
SEY,1993,13200.0,72.0,1.0,0.0
SEY,1994,13000.0,74.0,1.0,0.0
SEY,1995,12000.0,75.0,0.0,0.0
SEY,1996,11000.0,76.0,0.0,0.0
SEY,1997,10000.0,75.0,0.0,0.0
SEY,1998,11000.0,76.0,0.0,0.0
SEY,1999,11000.0,77.0,0.0,0.0
SEY,2000,11000.0,77.0,0.0,0.0
SEY,2001,11000.0,81.0,0.0,0.0
SEY,2002,12000.0,84.0,0.0,0.0
SEY,2003,12000.0,83.0,0.0,0.0
SEY,2004,16000.0,82.0,0.0,0.0
SEY,2005,15000.0,83.0,1.0,0.0
SEY,2006,15000.0,85.0,0.0,0.0
SEY,2007,11000.0,85.0,0.0,0.0
SIE,1961,1820.0,2276.0,1.0,116.0
SIE,1962,1960.0,2313.0,2.0,122.0
SIE,1963,2100.0,2350.0,3.0,127.0
SIE,1964,2380.0,2388.0,3.0,134.0
SIE,1965,2660.0,2429.0,3.0,140.0
SIE,1966,2240.0,2470.0,3.0,147.0
SIE,1967,2380.0,2514.0,3.0,155.0
SIE,1968,2400.0,2559.0,3.0,162.0
SIE,1969,2760.0,2606.0,4.0,170.0
SIE,1970,3000.0,2656.0,3.0,179.0
SIE,1971,3616.0,2707.0,3.0,188.0
SIE,1972,4253.0,2761.0,3.0,197.0
SIE,1973,5027.0,2816.0,3.0,206.0
SIE,1974,5847.0,2873.0,5.0,214.0
SIE,1975,6554.0,2931.0,5.0,229.0
SIE,1976,5690.0,2989.0,3.0,244.0
