stabb,year,milexp,totalpop,milpers,urbanpop
DOM,1966,32400.0,3926.0,19.0,576.0
DOM,1967,31200.0,4049.0,19.0,630.0
DOM,1968,32500.0,4173.0,18.0,690.0
DOM,1969,31000.0,4222.0,17.0,757.0
DOM,1970,31600.0,4062.0,17.0,828.0
DOM,1971,31900.0,4182.0,16.0,941.0
DOM,1972,34400.0,4305.0,16.0,1055.0
DOM,1973,36600.0,4432.0,16.0,1068.0
DOM,1974,47600.0,4562.0,18.0,1281.0
DOM,1975,57200.0,4697.0,18.0,1395.0
DOM,1976,67400.0,4835.0,18.0,1508.0
DOM,1977,75800.0,5303.0,19.0,1621.0
DOM,1978,87100.0,5431.0,19.0,1734.0
DOM,1979,158000.0,5562.0,19.0,1848.0
DOM,1980,165000.0,5697.0,24.0,1961.0
DOM,1981,118000.0,5836.0,24.0,2074.0
DOM,1982,128000.0,5978.0,25.0,2061.0
DOM,1983,129000.0,6123.0,23.0,2048.0
DOM,1984,156000.0,6269.0,22.0,2035.0
DOM,1985,50990.0,6416.0,22.0,2022.0
DOM,1986,68690.0,6565.0,21.0,2009.0
DOM,1987,76600.0,6716.0,21.0,2055.0
DOM,1988,60000.0,6867.0,20.0,2101.0
DOM,1989,60620.0,7019.0,21.0,2146.0
DOM,1990,57210.0,7170.0,21.0,2194.0
DOM,1991,34790.0,7320.0,21.0,2240.0
DOM,1992,59000.0,7471.0,22.0,2267.0
DOM,1993,108000.0,7620.0,22.0,2329.0
DOM,1994,115000.0,7769.0,22.0,2510.0
DOM,1995,109000.0,7915.0,22.0,2692.0
DOM,1996,116000.0,8052.0,22.0,2873.0
DOM,1997,119000.0,8097.0,22.0,3055.0
DOM,1998,115000.0,8232.0,25.0,3236.0
DOM,1999,114000.0,8364.0,30.0,3417.0
DOM,2000,169000.0,8495.0,24.0,3599.0
DOM,2001,156000.0,8688.0,24.0,3780.0
DOM,2002,229000.0,8823.0,24.0,3344.0
DOM,2003,156000.0,8958.0,24.0,3437.0
DOM,2004,153000.0,9093.0,24.0,3532.0
DOM,2005,273000.0,9226.0,24.0,3618.0
DOM,2006,256000.0,9360.0,25.0,3706.0
DOM,2007,271000.0,9493.0,25.0,3797.0
DRC,1960,0.0,14106.0,25.0,828.0
DRC,1961,10000.0,14698.0,18.0,949.0
DRC,1962,20000.0,15376.0,20.0,1088.0
DRC,1963,20000.0,15974.0,25.0,1248.0
DRC,1964,12000.0,16661.0,25.0,1430.0
DRC,1965,31000.0,17378.0,25.0,1640.0
DRC,1966,32000.0,18125.0,25.0,1881.0
DRC,1967,37000.0,18904.0,35.0,2156.0
DRC,1968,44000.0,19778.0,30.0,2472.0
DRC,1969,61000.0,20565.0,45.0,3127.0
DRC,1970,60000.0,21638.0,45.0,3251.0
DRC,1971,89400.0,22244.0,45.0,3788.0
DRC,1972,90600.0,22860.0,45.0,4104.0
DRC,1973,83600.0,23508.0,65.0,4414.0
DRC,1974,169200.0,24166.0,60.0,4757.0
DRC,1975,147800.0,22582.0,55.0,4920.0
DRC,1976,101161.0,23286.0,55.0,5178.0
DRC,1977,36173.0,24017.0,53.0,5379.0
DRC,1978,45455.0,24774.0,53.0,5420.0
DRC,1979,115654.0,25561.0,23.0,5425.0
DRC,1980,179076.0,26377.0,26.0,5908.0
DRC,1981,84675.0,27233.0,44.0,6087.0
DRC,1982,148500.0,28119.0,40.0,6234.0
DRC,1983,140080.0,29039.0,42.0,6388.0
DRC,1984,54987.0,29917.0,60.0,6259.0
DRC,1985,81000.0,30981.0,62.0,6465.0
DRC,1986,46560.0,31499.0,53.0,6671.0
DRC,1987,46260.0,32461.0,53.0,6877.0
DRC,1988,66820.0,33458.0,51.0,7083.0
DRC,1989,141064.0,34491.0,51.0,7289.0
DRC,1990,58662.0,35562.0,55.0,7495.0
DRC,1991,235000.0,36672.0,60.0,7702.0
DRC,1992,0.0,40568.0,45.0,8375.0
DRC,1993,245000.0,42276.0,40.0,8866.0
DRC,1994,119000.0,43930.0,40.0,9385.0
DRC,1995,185000.0,45453.0,40.0,9887.0
DRC,1996,174000.0,46812.0,50.0,10416.0
DRC,1997,308000.0,48040.0,30.0,10973.0
DRC,1998,371000.0,49139.0,50.0,11560.0
DRC,1999,411000.0,50335.0,55.0,12179.0
DRC,2000,400000.0,51654.0,56.0,12777.0
DRC,2001,392000.0,51667.0,81.0,13404.0
DRC,2002,946000.0,53885.0,81.0,14003.0
DRC,2003,119000.0,55591.0,98.0,14629.0
DRC,2004,196000.0,57337.0,81.0,15283.0
DRC,2005,150000.0,59077.0,64.0,15988.0
DRC,2006,163000.0,60800.0,65.0,16725.0
DRC,2007,166000.0,62522.0,51.0,17496.0
DRV,1954,0.0,13077.0,180.0,925.0
DRV,1955,0.0,13550.0,190.0,976.0
DRV,1956,0.0,14040.0,200.0,1027.0
DRV,1957,0.0,14530.0,210.0,1071.0
DRV,1958,0.0,15030.0,220.0,1126.0
DRV,1959,0.0,15550.0,230.0,1172.0
DRV,1960,0.0,16100.0,240.0,1229.0
DRV,1961,175000.0,16600.0,250.0,1270.0
DRV,1962,200000.0,17200.0,260.0,1322.0
DRV,1963,250000.0,17900.0,250.0,1366.0
DRV,1964,300000.0,18500.0,256.0,1413.0
DRV,1965,375170.0,19000.0,256.0,1461.0
DRV,1966,300000.0,19420.0,256.0,1511.0
DRV,1967,450000.0,19850.0,418.0,1564.0
DRV,1968,500000.0,20280.0,447.0,1620.0
DRV,1969,510204.0,20720.0,477.0,1678.0
DRV,1970,580000.0,21150.0,452.0,1719.0
DRV,1971,300000.0,21595.0,455.0,1753.0
DRV,1972,325000.0,22038.0,625.0,1795.0
DRV,1973,290000.0,22481.0,630.0,1065.0
DRV,1974,0.0,23244.0,665.0,1895.0
DRV,1975,0.0,24032.0,643.0,1942.0
DRV,1976,0.0,49160.0,637.0,5467.0
DRV,1977,0.0,50413.0,615.0,5945.0
DRV,1978,0.0,51423.0,660.0,6135.0
DRV,1979,0.0,52462.0,650.0,6348.0
DRV,1980,0.0,53732.0,900.0,6653.0
DRV,1981,0.0,54927.0,1000.0,6860.0
DRV,1982,0.0,56170.0,1000.0,7089.0
DRV,1983,0.0,57373.0,1029.0,7302.0
DRV,1984,1300000.0,58653.0,1227.0,7534.0
DRV,1985,1500000.0,59872.0,1027.0,7752.0
DRV,1986,2406000.0,61109.0,1260.0,7668.0
DRV,1987,0.0,62452.0,1260.0,7583.0
DRV,1988,2540000.0,63727.0,1250.0,7499.0
DRV,1989,2320000.0,64774.0,1250.0,7414.0
DRV,1990,723000.0,66233.0,1050.0,7551.0
DRV,1991,1870000.0,67774.0,1040.0,7773.0
DRV,1992,720000.0,69405.0,857.0,7921.0
DRV,1993,358000.0,70982.0,857.0,8218.0
DRV,1994,992000.0,72510.0,700.0,8526.0
DRV,1995,910000.0,73793.0,650.0,8787.0
DRV,1996,970000.0,75181.0,650.0,9056.0
DRV,1997,1004000.0,76548.0,650.0,9333.0
DRV,1998,943000.0,77562.0,640.0,9618.0
DRV,1999,890000.0,78705.0,485.0,9913.0
DRV,2000,2303000.0,79832.0,484.0,10216.0
DRV,2001,2351000.0,78686.0,484.0,10529.0
DRV,2002,2226000.0,79727.0,484.0,10901.0
DRV,2003,2313000.0,80902.0,484.0,11285.0
DRV,2004,2781000.0,82032.0,484.0,11684.0
DRV,2005,3153000.0,83106.0,484.0,12065.0
DRV,2006,3439000.0,84137.0,469.0,12458.0
DRV,2007,3709.0,85172.0,455.0,12864.0
ECU,1945,5074.0,2780.0,0.0,390.0
ECU,1946,4657.0,2850.0,12.0,412.0
ECU,1947,5111.0,2940.0,12.0,422.0
ECU,1948,0.0,3017.0,12.0,433.0
ECU,1949,5933.0,3104.0,12.0,445.0
ECU,1950,8933.0,3225.0,12.0,457.0
ECU,1951,5809.0,3317.0,12.0,469.0
ECU,1952,7459.0,3412.0,12.0,486.0
ECU,1953,11947.0,3511.0,12.0,503.0
ECU,1954,16502.0,3615.0,12.0,522.0
ECU,1955,19472.0,3862.0,20.0,558.0
ECU,1956,19670.0,3833.0,20.0,596.0
ECU,1957,19076.0,3949.0,18.0,638.0
ECU,1958,18614.0,4070.0,18.0,682.0
ECU,1959,16304.0,4195.0,18.0,730.0
ECU,1960,22178.0,4439.0,18.0,764.0
ECU,1961,22178.0,4570.0,26.0,796.0
ECU,1962,18097.0,4706.0,24.0,864.0
ECU,1963,16887.0,4847.0,18.0,874.0
ECU,1964,20352.0,4993.0,14.0,911.0
ECU,1965,23542.0,5144.0,14.0,958.0
ECU,1966,26568.0,5300.0,15.0,1009.0
ECU,1967,25083.0,5460.0,15.0,1061.0
ECU,1968,28988.0,5626.0,16.0,1117.0
ECU,1969,39274.0,5796.0,17.0,1175.0
ECU,1970,42189.0,5970.0,16.0,1237.0
ECU,1971,29680.0,6148.0,20.0,1312.0
ECU,1972,37320.0,6331.0,20.0,1424.0
ECU,1973,50520.0,6519.0,20.0,1490.0
ECU,1974,71600.0,6710.0,20.0,1526.0
ECU,1975,100880.0,6907.0,20.0,1661.0
ECU,1976,102520.0,7109.0,24.0,1786.0
ECU,1977,192520.0,7316.0,30.0,1893.0
ECU,1978,163880.0,7528.0,35.0,2004.0
ECU,1979,185520.0,7743.0,35.0,2115.0
ECU,1980,194100.0,7961.0,35.0,2269.0
ECU,1981,247996.0,8183.0,34.0,2373.0
ECU,1982,229341.0,8409.0,36.0,2524.0
ECU,1983,215447.0,8638.0,39.0,2597.0
ECU,1984,224021.0,8868.0,39.0,3145.0
ECU,1985,245850.0,9099.0,43.0,3031.0
ECU,1986,166150.0,9330.0,44.0,2897.0
ECU,1987,188000.0,9561.0,44.0,3787.0
ECU,1988,220000.0,9794.0,46.0,3782.0
ECU,1989,232000.0,10029.0,46.0,3708.0
ECU,1990,251380.0,10264.0,53.0,3445.0
ECU,1991,260920.0,10502.0,53.0,3528.0
ECU,1992,0.0,10741.0,57.0,3609.0
ECU,1993,535000.0,10981.0,57.0,3689.0
ECU,1994,560000.0,11221.0,57.0,4156.0
ECU,1995,530000.0,11460.0,58.0,4681.0
ECU,1996,625000.0,11698.0,58.0,5273.0
ECU,1997,692000.0,11937.0,58.0,5370.0
ECU,1998,543000.0,12175.0,58.0,5744.0
ECU,1999,339000.0,12411.0,58.0,5742.0
ECU,2000,480000.0,12646.0,58.0,5740.0
ECU,2001,507000.0,12480.0,60.0,5755.0
ECU,2002,483000.0,12661.0,60.0,5770.0
ECU,2003,640000.0,12843.0,60.0,5785.0
ECU,2004,588000.0,13027.0,53.0,5922.0
ECU,2005,593000.0,13215.0,46.0,6060.0
ECU,2006,653000.0,13408.0,47.0,6197.0
ECU,2007,773000.0,13605.0,57.0,6334.0
EGY,1945,24598.0,18460.0,0.0,3349.0
EGY,1946,31998.0,18792.0,50.0,3502.0
EGY,1947,32672.0,19068.0,57.0,3652.0
EGY,1948,35576.0,19529.0,64.0,3807.0
EGY,1949,140322.0,19989.0,70.0,3969.0
EGY,1950,88724.0,20461.0,74.0,4138.0
EGY,1951,94448.0,20943.0,77.0,4314.0
EGY,1952,100172.0,21437.0,81.0,4498.0
EGY,1953,105896.0,21943.0,85.0,4689.0
EGY,1954,134516.0,22460.0,88.0,4889.0
EGY,1955,203206.0,22990.0,92.0,5097.0
EGY,1956,238369.0,23532.0,93.0,5314.0
EGY,1957,224009.0,24087.0,95.0,5541.0
EGY,1958,203906.0,24655.0,107.0,5794.0
EGY,1959,268034.0,25237.0,157.0,7123.0
EGY,1960,291369.0,26085.0,160.0,7533.0
EGY,1961,258229.0,26579.0,215.0,6869.0
EGY,1962,283768.0,27257.0,220.0,7379.0
EGY,1963,252990.0,27947.0,135.0,7725.0
EGY,1964,328887.0,28659.0,160.0,8146.0
EGY,1965,409384.0,29389.0,205.0,8579.0
EGY,1966,459982.0,30076.0,215.0,8920.0
EGY,1967,570377.0,30892.0,220.0,9287.0
EGY,1968,752070.0,31596.0,195.0,9663.0
EGY,1969,975161.0,32316.0,230.0,10034.0
EGY,1970,1209751.0,33053.0,255.0,10443.0
EGY,1971,1494940.0,33807.0,315.0,10657.0
EGY,1972,1954921.0,34578.0,390.0,10907.0
EGY,1973,3194479.0,35366.0,390.0,11122.0
EGY,1974,3910043.0,36172.0,410.0,12087.0
EGY,1975,4168157.0,36997.0,400.0,11881.0
EGY,1976,3996933.0,38198.0,400.0,11674.0
EGY,1977,4715062.0,37406.0,350.0,11854.0
EGY,1978,3322259.0,38435.0,447.0,12001.0
EGY,1979,1714530.0,39492.0,447.0,12147.0
EGY,1980,1522906.0,40578.0,447.0,12273.0
EGY,1981,2100986.0,41614.0,447.0,12400.0
EGY,1982,2494532.0,42840.0,447.0,12528.0
EGY,1983,3043087.0,44180.0,447.0,14658.0
EGY,1984,3786908.0,45229.0,466.0,12758.0
EGY,1985,4143000.0,46473.0,466.0,12863.0
EGY,1986,5220000.0,47811.0,400.0,15685.0
EGY,1987,4570000.0,49050.0,450.0,16096.0
EGY,1988,5730000.0,50267.0,452.0,16486.0
EGY,1989,4270000.0,51477.0,450.0,16875.0
EGY,1990,1570000.0,53270.0,434.0,17654.0
EGY,1991,1650000.0,54531.0,434.0,17654.0
EGY,1992,2470000.0,55739.0,424.0,17860.0
EGY,1993,2070000.0,56488.0,424.0,18066.0
EGY,1994,2234000.0,57851.0,430.0,18273.0
EGY,1995,2506000.0,59226.0,430.0,18479.0
EGY,1996,2742000.0,60603.0,430.0,18685.0
EGY,1997,2743000.0,62011.0,430.0,18986.0
EGY,1998,2888000.0,65978.0,430.0,19292.0
EGY,1999,2988000.0,67226.0,430.0,19602.0
EGY,2000,4099000.0,68470.0,448.0,19994.0
EGY,2001,4318000.0,65374.0,443.0,20394.0
EGY,2002,3300000.0,67220.0,443.0,20802.0
EGY,2003,2732000.0,69127.0,450.0,21218.0
EGY,2004,3589000.0,71066.0,459.0,21642.0
EGY,2005,3834000.0,73044.0,468.0,22073.0
EGY,2006,4337000.0,75067.0,469.0,22512.0
EGY,2007,4640000.0,77090.0,469.0,22960.0
EQG,1968,0.0,281.0,0.0,0.0
EQG,1969,3530.0,286.0,1.0,0.0
EQG,1970,3490.0,291.0,1.0,0.0
EQG,1971,1000.0,283.0,1.0,0.0
EQG,1972,1000.0,270.0,2.0,0.0
EQG,1973,1000.0,253.0,2.0,103.0
EQG,1974,1000.0,238.0,5.0,106.0
EQG,1975,1000.0,225.0,5.0,110.0
EQG,1976,3500.0,216.0,5.0,114.0
EQG,1977,0.0,209.0,2.0,120.0
EQG,1978,0.0,207.0,2.0,126.0
EQG,1979,0.0,209.0,2.0,131.0
EQG,1980,2000.0,217.0,2.0,136.0
EQG,1981,2000.0,231.0,2.0,142.0
EQG,1982,6000.0,251.0,2.0,148.0
EQG,1983,0.0,273.0,2.0,153.0
EQG,1984,0.0,294.0,3.0,160.0
EQG,1985,0.0,312.0,3.0,168.0
EQG,1986,0.0,324.0,2.0,149.0
EQG,1987,0.0,333.0,2.0,132.0
EQG,1988,0.0,333.0,1.0,117.0
EQG,1989,0.0,340.0,1.0,104.0
EQG,1990,0.0,348.0,1.0,106.0
EQG,1991,0.0,356.0,1.0,109.0
EQG,1992,0.0,369.0,1.0,113.0
EQG,1993,0.0,379.0,1.0,120.0
EQG,1994,2000.0,389.0,1.0,127.0
EQG,1995,2000.0,400.0,1.0,134.0
EQG,1996,2000.0,410.0,1.0,141.0
EQG,1997,5000.0,420.0,1.0,148.0
EQG,1998,7000.0,431.0,1.0,156.0
EQG,1999,10000.0,442.0,1.0,165.0
EQG,2000,4000.0,453.0,1.0,173.0
EQG,2001,4000.0,453.0,1.0,182.0
EQG,2002,5000.0,560.0,2.0,187.0
EQG,2003,6000.0,576.0,1.0,193.0
EQG,2004,7000.0,592.0,1.0,198.0
EQG,2005,7000.0,609.0,1.0,204.0
EQG,2006,8000.0,625.0,1.0,210.0
EQG,2007,8000.0,642.0,1.0,216.0
ERI,1993,91000.0,3017.0,55.0,358.0
ERI,1994,41000.0,3084.0,55.0,375.0
ERI,1995,40000.0,3171.0,45.0,392.0
ERI,1996,61000.0,3280.0,45.0,410.0
ERI,1997,196000.0,3409.0,55.0,429.0
ERI,1998,297000.0,3577.0,100.0,449.0
ERI,1999,309000.0,3719.0,215.0,469.0
ERI,2000,196000.0,3850.0,200.0,499.0
ERI,2001,173000.0,3852.0,172.0,530.0
ERI,2002,151000.0,3964.0,172.0,561.0
ERI,2003,279000.0,4134.0,202.0,593.0
ERI,2004,72000.0,4307.0,202.0,627.0
ERI,2005,65000.0,4473.0,202.0,660.0
ERI,2006,0.0,4631.0,202.0,695.0
ERI,2007,0.0,4781.0,202.0,731.0
EST,1991,0.0,1566.0,0.0,592.0
EST,1992,37300.0,1544.0,3.0,576.0
EST,1993,77000.0,1517.0,5.0,560.0
EST,1994,19900.0,1499.0,4.0,544.0
EST,1995,75800.0,1484.0,6.0,536.0
EST,1996,110000.0,1469.0,6.0,527.0
EST,1997,65000.0,1455.0,7.0,519.0
EST,1998,61000.0,1429.0,7.0,515.0
EST,1999,71000.0,1412.0,7.0,510.0
EST,2000,78000.0,1396.0,5.0,506.0
EST,2001,92000.0,1364.0,4.0,501.0
EST,2002,99000.0,1359.0,6.0,499.0
EST,2003,172000.0,1354.0,6.0,498.0
EST,2004,182000.0,1349.0,5.0,498.0
EST,2005,205000.0,1346.0,4.0,498.0
EST,2006,238000.0,1344.0,5.0,498.0
EST,2007,344000.0,1342.0,4.0,499.0
ETH,1945,0.0,17202.0,0.0,240.0
ETH,1946,0.0,17652.0,10.0,257.0
ETH,1947,0.0,18114.0,10.0,276.0
ETH,1948,0.0,18588.0,10.0,295.0
ETH,1949,0.0,19074.0,10.0,317.0
ETH,1950,0.0,19573.0,20.0,342.0
ETH,1951,0.0,19974.0,20.0,366.0
ETH,1952,0.0,20382.0,20.0,385.0
ETH,1953,0.0,20800.0,20.0,404.0
ETH,1954,0.0,21232.0,20.0,425.0
ETH,1955,0.0,19100.0,24.0,447.0
ETH,1956,0.0,19400.0,28.0,470.0
ETH,1957,0.0,19800.0,32.0,494.0
ETH,1958,0.0,20100.0,36.0,520.0
ETH,1959,10709.0,20400.0,29.0,547.0
ETH,1960,15016.0,20700.0,29.0,577.0
ETH,1961,18156.0,21162.0,27.0,608.0
ETH,1962,19807.0,21535.0,30.0,640.0
ETH,1963,21900.0,21908.0,55.0,674.0
ETH,1964,24480.0,26516.0,60.0,711.0
ETH,1965,33520.0,22699.0,60.0,749.0
ETH,1966,40520.0,23143.0,40.0,789.0
ETH,1967,42120.0,22871.0,45.0,831.0
ETH,1968,40440.0,23438.0,45.0,875.0
ETH,1969,37400.0,24022.0,45.0,922.0
ETH,1970,36200.0,24626.0,45.0,972.0
ETH,1971,36886.0,25248.0,45.0,1122.0
ETH,1972,41695.0,25890.0,50.0,1200.0
ETH,1973,48599.0,26188.0,50.0,1288.0
ETH,1974,74879.0,26782.0,45.0,1379.0
ETH,1975,125120.0,27102.0,50.0,1478.0
ETH,1976,128019.0,35157.0,65.0,1523.0
ETH,1977,135265.0,36053.0,225.0,1577.0
ETH,1978,202898.0,36972.0,233.0,1590.0
ETH,1979,289855.0,30421.0,250.0,1625.0
ETH,1980,382043.0,31065.0,250.0,1720.0
ETH,1981,440032.0,39591.0,240.0,1649.0
ETH,1982,459086.0,32775.0,240.0,1662.0
ETH,1983,504325.0,33680.0,240.0,1969.0
ETH,1984,548706.0,42072.0,190.0,1687.0
ETH,1985,446860.0,44255.0,240.0,1748.0
ETH,1986,445860.0,45737.0,300.0,1894.0
ETH,1987,471590.0,47189.0,300.0,2122.0
ETH,1988,536300.0,48587.0,250.0,2123.0
ETH,1989,536300.0,50167.0,250.0,2205.0
ETH,1990,1310000.0,51689.0,250.0,2397.0
ETH,1991,370000.0,53383.0,120.0,2420.0
ETH,1992,811000.0,55117.0,120.0,2444.0
ETH,1993,151000.0,53236.0,120.0,2467.0
ETH,1994,120000.0,54938.0,120.0,2490.0
ETH,1995,119000.0,56677.0,120.0,2676.0
ETH,1996,127000.0,58506.0,100.0,2862.0
ETH,1997,134000.0,60148.0,100.0,3049.0
ETH,1998,387000.0,59649.0,200.0,3235.0
ETH,1999,444000.0,61095.0,300.0,3421.0
ETH,2000,670000.0,62565.0,352.0,3645.0
ETH,2001,580000.0,65374.0,252.0,3869.0
ETH,2002,338000.0,67220.0,252.0,4108.0
ETH,2003,279000.0,69127.0,164.0,4270.0
ETH,2004,348000.0,71066.0,173.0,4439.0
ETH,2005,300000.0,73044.0,182.0,4594.0
ETH,2006,345000.0,75067.0,183.0,4754.0
ETH,2007,336000.0,77090.0,153.0,4920.0
ETM,2002,0.0,867.0,0.0,0.0
ETM,2003,0.0,908.0,0.0,0.0
ETM,2004,0.0,951.0,0.0,0.0
ETM,2005,0.0,992.0,0.0,0.0
ETM,2006,0.0,1029.0,1.0,0.0
ETM,2007,0.0,1064.0,1.0,0.0
FIJ,1970,480.0,520.0,0.0,0.0
FIJ,1971,582.0,531.0,0.0,0.0
FIJ,1972,728.0,541.0,0.0,0.0
FIJ,1973,882.0,551.0,0.0,0.0
FIJ,1974,996.0,560.0,0.0,0.0
FIJ,1975,1458.0,569.0,0.0,0.0
FIJ,1976,2222.0,585.0,0.0,118.0
FIJ,1977,2508.0,597.0,1.0,120.0
FIJ,1978,3189.0,609.0,1.0,123.0
FIJ,1979,3710.0,621.0,1.0,125.0
FIJ,1980,5874.0,634.0,2.0,128.0
FIJ,1981,9968.0,647.0,2.0,130.0
FIJ,1982,15076.0,663.0,2.0,131.0
FIJ,1983,14842.0,672.0,2.0,133.0
FIJ,1984,14329.0,686.0,3.0,135.0
FIJ,1985,13795.0,697.0,4.0,138.0
FIJ,1986,14420.0,714.0,3.0,141.0
FIJ,1987,13970.0,721.0,3.0,148.0
FIJ,1988,24000.0,720.0,4.0,154.0
FIJ,1989,25150.0,752.0,4.0,161.0
FIJ,1990,25660.0,731.0,5.0,167.0
FIJ,1991,32400.0,741.0,5.0,174.0
FIJ,1992,23090.0,746.0,5.0,168.0
FIJ,1993,27200.0,771.0,5.0,173.0
FIJ,1994,34000.0,784.0,4.0,178.0
FIJ,1995,48000.0,796.0,4.0,183.0
FIJ,1996,49000.0,797.0,4.0,188.0
FIJ,1997,48000.0,809.0,4.0,193.0
FIJ,1998,34000.0,796.0,4.0,199.0
FIJ,1999,35000.0,806.0,4.0,205.0
FIJ,2000,33000.0,817.0,4.0,210.0
FIJ,2001,26000.0,810.0,4.0,216.0
FIJ,2002,29000.0,811.0,4.0,219.0
FIJ,2003,30000.0,816.0,4.0,222.0
FIJ,2004,56000.0,822.0,3.0,226.0
FIJ,2005,49000.0,825.0,3.0,229.0
FIJ,2006,43000.0,830.0,4.0,232.0
FIJ,2007,50000.0,834.0,4.0,235.0
FIN,1945,105978.0,3820.0,32.0,328.0
FIN,1946,106038.0,3900.0,42.0,341.0
FIN,1947,106321.0,3860.0,42.0,358.0
FIN,1948,107012.0,3912.0,42.0,402.0
FIN,1949,107353.0,3963.0,42.0,452.0
FIN,1950,42857.0,4009.0,42.0,512.0
FIN,1951,65368.0,4047.0,42.0,572.0
FIN,1952,46320.0,4090.0,42.0,585.0
FIN,1953,52381.0,4139.0,42.0,599.0
FIN,1954,63537.0,4187.0,42.0,613.0
FIN,1955,70563.0,4235.0,42.0,628.0
FIN,1956,73913.0,4282.0,42.0,646.0
FIN,1957,80000.0,4324.0,42.0,656.0
FIN,1958,64375.0,4360.0,42.0,674.0
FIN,1959,76875.0,4395.0,42.0,687.0
FIN,1960,83438.0,4430.0,42.0,700.0
FIN,1961,98125.0,4461.0,48.0,715.0
FIN,1962,143302.0,4491.0,47.0,729.0
FIN,1963,118944.0,4523.0,35.0,744.0
FIN,1964,129503.0,4549.0,40.0,759.0
FIN,1965,138509.0,4564.0,40.0,775.0
FIN,1966,141615.0,4581.0,40.0,790.0
FIN,1967,146273.0,4606.0,40.0,817.0
FIN,1968,140238.0,4626.0,40.0,822.0
FIN,1969,130714.0,4624.0,40.0,838.0
FIN,1970,139524.0,4606.0,40.0,855.0
FIN,1971,165380.0,4612.0,40.0,822.0
FIN,1972,204279.0,4640.0,40.0,830.0
FIN,1973,250183.0,4666.0,40.0,944.0
FIN,1974,304203.0,4691.0,40.0,1067.0
FIN,1975,395520.0,4711.0,40.0,1035.0
FIN,1976,438619.0,4726.0,36.0,1044.0
FIN,1977,438527.0,4739.0,40.0,1053.0
FIN,1978,484749.0,4753.0,40.0,1072.0
FIN,1979,537319.0,4780.0,36.0,1072.0
FIN,1980,700249.0,4780.0,36.0,1079.0
FIN,1981,676814.0,4800.0,36.0,1084.0
FIN,1982,786041.0,4827.0,36.0,1091.0
FIN,1983,785496.0,4856.0,40.0,1098.0
FIN,1984,784212.0,4882.0,40.0,1103.0
FIN,1985,757192.0,4902.0,40.0,1110.0
FIN,1986,1020000.0,4918.0,37.0,1119.0
FIN,1987,1290000.0,4932.0,37.0,1127.0
FIN,1988,1520000.0,4946.0,40.0,1168.0
FIN,1989,1570000.0,4964.0,39.0,1209.0
FIN,1990,1940000.0,4986.0,31.0,1250.0
FIN,1991,2200000.0,5014.0,32.0,1255.0
FIN,1992,2300000.0,5042.0,33.0,1260.0
FIN,1993,2100000.0,5066.0,31.0,1270.0
FIN,1994,1998000.0,5088.0,35.0,1304.0
FIN,1995,2385000.0,5108.0,32.0,1339.0
FIN,1996,2255000.0,5125.0,35.0,1818.0
FIN,1997,1956000.0,5140.0,35.0,1376.0
FIN,1998,1929000.0,5154.0,35.0,1403.0
FIN,1999,1644000.0,5165.0,35.0,1411.0
FIN,2000,1560000.0,5176.0,32.0,1426.0
FIN,2001,1432000.0,5188.0,32.0,1442.0
FIN,2002,1847000.0,5201.0,32.0,1457.0
FIN,2003,2300000.0,5213.0,27.0,1466.0
FIN,2004,2515000.0,5228.0,27.0,1473.0
FIN,2005,2758000.0,5246.0,28.0,1482.0
FIN,2006,2750000.0,5266.0,28.0,1495.0
FIN,2007,3151000.0,5289.0,29.0,1507.0
FRN,1945,1230509.0,39700.0,578.0,6551.0
FRN,1946,1257334.0,40280.0,578.0,6593.0
FRN,1947,1844090.0,40640.0,580.0,6666.0
FRN,1948,910344.0,41044.0,577.0,6740.0
FRN,1949,1246614.0,41400.0,588.0,6816.0
FRN,1950,1489278.0,41736.0,595.0,6892.0
FRN,1951,2199999.0,42056.0,620.0,6969.0
FRN,1952,3018000.0,42360.0,655.0,7046.0
FRN,1953,3490000.0,42652.0,699.0,7125.0
FRN,1954,3428000.0,43057.0,745.0,7234.0
FRN,1955,2948000.0,43428.0,802.0,7343.0
FRN,1956,3653000.0,43843.0,856.0,7485.0
FRN,1957,3692000.0,44311.0,913.0,7629.0
FRN,1958,3620000.0,44789.0,961.0,7775.0
FRN,1959,3646000.0,45240.0,992.0,7925.0
FRN,1960,3897000.0,45684.0,1025.0,8078.0
FRN,1961,4128544.0,46163.0,720.0,8233.0
FRN,1962,4517387.0,46998.0,705.0,8392.0
FRN,1963,4670207.0,47816.0,735.0,8532.0
FRN,1964,4964419.0,48310.0,690.0,8674.0
FRN,1965,5167691.0,48758.0,585.0,8820.0
FRN,1966,5446060.0,49164.0,580.0,8967.0
FRN,1967,5881679.0,49548.0,595.0,9117.0
FRN,1968,5896937.0,49914.0,570.0,9271.0
FRN,1969,5761015.0,50315.0,570.0,9424.0
FRN,1970,5933017.0,50768.0,570.0,9582.0
FRN,1971,6296947.0,51249.0,565.0,9604.0
FRN,1972,7531669.0,51703.0,560.0,9625.0
FRN,1973,9493489.0,52131.0,581.0,9647.0
FRN,1974,9954053.0,52492.0,585.0,9656.0
FRN,1975,13034714.0,52699.0,585.0,9665.0
FRN,1976,13369110.0,52909.0,585.0,9795.0
FRN,1977,15015875.0,53145.0,584.0,9901.0
