hostlev,dispnum,year,month,numab,b_abb,a_abb,b_win,a_win,b_yield,a_yield,stalemate,compromise,released,unclear,joins_war,b_fatal,a_fatal,b_hiact,a_hiact,b_hostlev,a_hostlev,b_maj,a_maj,pa_win,pb_win,pa_yield,pb_yield,pa_fatal,pb_fatal,pa_hiact,pb_hiact,p_dispnum,p_stalemate,p_compromise,p_released,p_unclear,p_joins_war,r_milexp,r_milpers,r_totalpop,r_urbanpop,contig,target,pa_hiact_s,pb_hiact_s
4,3035,1984,12,2,IRN,IND,0,0,0,0,1,0,0,0,0,0.0,0.0,16,0,4,1,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,2.91910275814,0.299107142857,0.0623210572726,0.19570899465,None,Military,None,None
4,3036,1984,12,2,NOR,IRQ,0,0,0,0,1,0,0,0,0,0.0,0.0,0,16,1,4,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.142944802531,0.0494923857868,0.274590435763,0.0738726914784,None,Military,None,None
4,3037,1984,12,2,SRI,IND,0,0,0,0,0,0,1,0,0,0.0,0.0,16,15,4,4,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0147679886909,0.0151785714286,0.021232269021,0.0158938482243,Water12,Military,None,None
4,2643,1985,1,2,PAK,IND,0,0,0,0,1,0,0,0,0,13.0,13.0,17,17,4,4,0,0,1,0,0,0,2584.0,2597.0,17,17,33,33,33,33,33,33,0.32654028436,0.383333333333,0.128473281121,0.184254766769,Land,Military,Clash,Clash
4,3033,1985,1,2,ROK,IRQ,0,0,0,0,1,0,0,0,0,0.0,0.0,0,16,1,4,0,0,0,0,0,0,0.0,0.0,16,0,1,1,1,1,1,1,0.353535353535,0.761421319797,2.61828681424,2.25913354176,None,Military,Attack,None
4,2553,1985,2,2,SAU,IRN,0,0,0,0,1,0,0,0,0,0.0,0.0,0,16,1,4,0,0,0,0,0,0,0.0,0.0,16,16,2,2,2,2,2,2,1.25562415726,0.231884057971,0.264512756169,0.227906453789,Water150,Military,Attack,Attack
4,2554,1985,2,2,KUW,IRN,0,0,0,0,1,0,0,0,0,0.0,0.0,0,16,1,4,0,0,0,0,0,0,0.0,0.0,16,0,4,4,4,4,4,4,0.129657228018,0.0463768115942,0.0359682141363,0.0152912075557,Water24,Military,Attack,None
4,2555,1985,2,2,ROK,IRN,0,0,0,0,1,0,0,0,0,0.0,0.0,0,16,1,4,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.322901142573,1.73913043478,0.853324968632,1.4218012143,None,Military,None,None
4,3029,1985,2,2,KUW,IRQ,0,0,0,0,1,0,0,0,0,0.0,0.0,0,16,1,4,0,0,0,0,1,0,0.0,13.0,16,0,4,4,4,4,4,4,0.141958041958,0.0203045685279,0.110362528072,0.0242965609647,Land,Military,Attack,None
4,2232,1985,3,4,UKG,GDR,0,0,0,0,1,0,0,0,0,0.0,0.0,12,0,3,1,1,0,0,0,0,0,0.0,0.0,13,7,1,1,1,1,1,1,3.03220147851,1.38016528926,3.40573179524,8.15748031496,None,Military,Blockade,ShowForce
4,2232,1985,3,4,USA,GDR,0,0,0,0,1,0,0,0,0,13.0,0.0,12,0,3,1,1,0,0,0,0,0,13.0,0.0,17,10,3,3,3,3,3,3,30.717203358,9.27272727273,14.3274453256,13.5568053993,None,Military,Clash,Mobilize
4,2549,1985,3,2,ITA,IRQ,0,0,0,0,1,0,0,0,0,0.0,0.0,0,16,1,4,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.666588966589,0.639593908629,3.66641000962,1.38401071907,None,Military,None,None
4,2550,1985,3,2,ROK,CHN,0,0,0,0,0,0,1,0,0,0.0,0.0,16,7,4,3,0,1,1,0,0,0,1063.0,2013.0,17,0,7,7,7,7,7,7,0.716535433071,0.146341463415,0.0381302123484,0.15961602787,Water150,Military,Clash,None
4,2551,1985,3,2,UKG,IRN,0,0,0,0,1,0,0,0,0,0.0,0.0,0,16,1,4,1,0,0,0,0,1,0.0,0.0,16,0,2,2,2,2,2,2,1.71740827479,0.968115942029,1.18538268507,2.03845288959,None,Military,Attack,None
4,2552,1985,3,2,PAN,IRQ,0,0,0,0,1,0,0,0,0,0.0,0.0,0,16,1,4,0,0,0,0,0,0,0.0,0.0,16,0,1,1,1,1,1,1,0.00749564879565,0.0152284263959,0.139043952518,0.0574363555159,None,Military,Attack,None
4,2547,1985,4,2,IRN,GFR,0,0,0,0,1,0,0,0,0,0.0,0.0,16,0,4,1,0,0,0,0,0,0,0.0,0.0,0,16,1,1,1,1,1,1,0.846357138567,0.69696969697,0.784255842558,0.896030626637,None,Military,None,Attack
4,2546,1985,5,2,NIC,COS,0,0,0,0,1,0,0,0,0,0.0,13.0,17,17,4,4,0,0,0,0,0,0,13.0,0.0,17,17,5,5,5,5,5,5,23.9590443686,9.25,1.23845571537,2.14655172414,None,Military,Clash,Clash
3,2352,1985,7,2,SAL,HON,0,0,0,0,1,0,0,0,0,0.0,0.0,0,12,1,3,0,0,0,0,0,0,1000.0,750.0,17,17,2,2,2,2,2,2,3.5205364627,2.28571428571,1.11070448307,0.948191593353,Land,Diplomatic,Clash,Clash
4,2543,1985,7,2,SPN,IRE,0,0,0,0,1,0,0,0,0,0.0,0.0,0,16,1,4,0,0,0,0,0,0,0.0,0.0,16,0,1,1,1,1,1,1,12.3318765457,22.4285714286,10.8683615819,21.3646322379,None,Military,Attack,None
4,2544,1985,7,2,IRN,BEL,0,0,0,0,1,0,0,0,0,0.0,0.0,16,0,4,1,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,7.84576837416,3.22429906542,4.85088253195,11.9302481556,None,Military,None,None
4,2545,1985,7,2,TUR,IRQ,0,0,0,0,1,0,0,0,0,0.0,0.0,0,16,1,4,0,0,0,0,0,0,13.0,13.0,16,16,5,5,5,5,5,5,0.128127428127,1.03299492386,3.22784728906,1.47405091559,None,Military,Attack,Attack
4,2600,1985,7,2,NEW,FRN,0,0,0,0,1,0,0,0,0,0.0,0.0,0,16,1,4,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0280778894472,0.0230905861456,0.0587330873309,0.0783634592488,None,Military,None,None
4,2075,1985,9,2,SOM,ETH,0,0,0,0,1,0,0,0,0,63.0,63.0,17,17,4,4,0,0,2,0,0,0,1604.0,1893.0,17,17,15,15,15,15,15,15,0.300362529651,0.179166666667,0.177945994803,0.329519450801,None,Military,Clash,Clash
4,2557,1985,9,2,IRN,DEN,0,0,0,0,1,0,0,0,0,0.0,0.0,16,0,4,1,0,0,0,0,0,0,0.0,0.0,0,15,1,1,1,1,1,1,11.8711036226,11.8965517241,9.35080172077,15.7276746242,None,Military,None,Seizure
4,2558,1985,9,2,ITA,IRN,0,0,0,0,1,0,0,0,0,0.0,0.0,0,16,1,4,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.60882833014,1.46086956522,1.19491844417,0.871036653924,None,Military,None,None
4,2559,1985,9,3,GFR,CZE,0,0,0,0,1,0,0,0,0,0.0,0.0,0,16,1,4,0,0,0,0,0,0,0.0,0.0,16,0,3,3,3,3,3,3,3.43349144153,2.35714285714,3.93412478224,6.80328992461,None,Military,Attack,None
4,2559,1985,9,3,USA,CZE,0,0,0,0,1,0,0,0,0,0.0,0.0,0,16,1,4,1,0,0,0,0,0,0.0,0.0,16,12,4,4,4,4,4,4,50.5576407507,10.6857142857,15.3858958642,20.6511309116,None,Military,Attack,ViolateBorder
4,3621,1985,9,2,PHI,MAL,0,0,0,0,1,0,0,0,0,0.0,0.0,0,16,1,4,0,0,0,0,0,1,0.0,0.0,7,7,3,3,3,3,3,3,0.268718820862,1.04545454545,3.486257254,4.74772036474,Water24,Military,ShowForce,ShowForce
3,2560,1985,10,2,IRN,FRN,0,0,0,0,1,0,0,0,0,0.0,0.0,7,7,3,3,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.842964824121,0.612788632327,0.864988061645,1.9253165927,None,Diplomatic,None,None
4,2561,1985,10,2,IRQ,GFR,0,0,0,0,1,0,0,0,0,0.0,0.0,16,0,4,1,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.773019400565,1.59191919192,0.255596555966,0.563923030425,None,Military,None,None
4,2563,1985,10,2,TUN,ISR,0,0,0,0,1,0,0,0,0,0.0,0.0,0,16,1,4,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0985886390533,0.194871794872,1.7153319159,0.438363171355,None,Military,None,None
4,2585,1985,11,2,NTH,IRN,0,0,0,0,1,0,0,0,0,0.0,0.0,0,16,1,4,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.286707827691,0.298550724638,0.302885821832,0.208961097369,None,Military,None,None
3,3625,1985,11,5,KUW,IRN,0,0,0,1,0,0,0,0,0,0.0,0.0,8,7,3,3,0,0,0,0,0,0,0.0,0.0,16,0,5,5,5,5,5,5,0.129657228018,0.0463768115942,0.0359682141363,0.0152912075557,Water24,Diplomatic,Attack,None
3,3625,1985,11,5,SAU,IRN,0,0,0,1,0,0,0,0,0,0.0,0.0,1,7,2,3,0,0,0,0,0,0,0.0,0.0,16,16,3,3,3,3,3,3,1.25562415726,0.231884057971,0.264512756169,0.227906453789,Water150,Diplomatic,Attack,Attack
3,3625,1985,11,5,UKG,IRN,0,0,0,1,0,0,0,0,0,0.0,0.0,1,7,2,3,1,0,0,0,0,1,0.0,0.0,16,0,3,3,3,3,3,3,1.71740827479,0.968115942029,1.18538268507,2.03845288959,None,Diplomatic,Attack,None
3,3625,1985,11,5,USA,IRN,0,0,0,1,0,0,0,0,0,0.0,0.0,1,7,2,3,1,0,0,0,0,0,0.0,0.0,7,16,3,3,3,3,3,3,17.3979135618,6.50434782609,4.98674194898,3.38767708568,None,Diplomatic,ShowForce,Attack
4,2583,1985,12,2,MLI,BFO,0,0,0,0,0,1,0,0,0,63.0,63.0,17,17,4,4,0,0,0,0,0,0,13.0,13.0,17,17,1,1,1,1,1,1,0.816911332942,0.888888888889,1.04057823992,0.859910581222,None,Military,Clash,Clash
4,2584,1985,12,2,IRQ,CYP,0,0,0,0,1,0,0,0,0,0.0,0.0,16,0,4,1,0,0,0,0,0,0,0.0,0.0,0,16,1,1,1,1,1,1,462.118491921,60.6153846154,24.0880989181,35.9967845659,None,Military,None,Attack
4,2578,1986,1,2,USA,IRN,0,0,0,0,1,0,0,0,0,0.0,0.0,7,16,3,4,1,0,0,0,1,0,0.0,0.0,7,16,4,4,4,4,4,4,44.9966101695,6.5768115942,4.86704419051,3.40736414706,None,Military,ShowForce,Attack
4,2591,1986,2,2,LIB,ISR,0,0,0,0,0,0,1,0,0,0.0,0.0,0,16,1,4,0,0,0,0,0,0,0.0,0.0,16,0,1,1,1,1,1,1,0.253597122302,0.505555555556,0.818097231914,1.39236641221,None,Military,Attack,None
4,3626,1986,2,2,IND,BNG,0,0,0,0,1,0,0,0,0,0.0,13.0,16,12,4,3,0,0,0,0,0,0,39.0,39.0,17,17,4,4,4,4,4,4,36.770472895,13.8461538462,7.54574960904,9.41548892284,None,Military,Clash,Clash
4,2575,1986,3,2,TUR,IRN,0,0,0,0,1,0,0,0,0,0.0,0.0,0,16,1,4,0,0,0,0,0,0,13.0,13.0,17,17,1,1,1,1,1,1,0.310169491525,2.49275362319,1.04020628982,1.02319372601,Land,Military,Clash,Clash
3,2598,1986,3,2,UKG,SPN,0,0,0,0,1,0,0,0,0,0.0,0.0,0,7,1,3,1,0,0,0,0,0,0.0,0.0,7,8,1,1,1,1,1,1,6.06297117517,1.05414012739,1.47269712983,3.11382548286,None,Diplomatic,ShowForce,Alert
4,2573,1986,4,2,NIC,COS,0,0,0,0,1,0,0,0,0,0.0,0.0,17,17,4,4,0,0,0,0,0,0,26.0,0.0,17,17,6,6,6,6,6,6,14.1129449838,9.375,1.24594992636,2.0,None,Military,Clash,Clash
4,2574,1986,4,2,SAU,IRN,0,0,0,0,1,0,0,0,0,0.0,0.0,0,16,1,4,0,0,0,0,1,0,0.0,0.0,16,1,4,4,4,4,4,4,2.93220338983,0.231884057971,0.269936292851,0.238055509205,Water150,Military,Attack,ThreatForce
4,2570,1986,5,2,ZIM,SAF,0,0,0,0,1,0,0,0,0,0.0,0.0,0,16,1,4,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.166662393162,0.5,0.248455649809,0.157760814249,None,Military,None,None
3,2571,1986,5,2,ZAM,SAF,0,0,0,0,1,0,0,0,0,0.0,0.0,0,12,1,3,0,0,0,0,0,1,13.0,26.0,16,0,9,9,9,9,9,9,0.0295572649573,0.188888888889,0.193893535897,0.221798134012,None,Diplomatic,Attack,None
4,2579,1986,5,2,TAW,ARG,0,0,0,0,1,0,0,0,0,0.0,0.0,0,16,1,4,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,3.94782608696,4.07692307692,0.632724079615,0.764153776843,None,Military,None,None
4,2179,1986,6,2,TUR,GRC,0,0,0,0,0,0,0,1,0,13.0,13.0,17,17,4,4,0,0,0,1,0,0,13.0,1013.0,0,7,12,12,12,12,12,12,1.0701754386,4.25742574257,5.16032908598,8.83149303889,Land,Military,None,ShowForce
2,2356,1986,6,2,VEN,COL,0,0,0,0,1,0,0,0,0,0.0,0.0,1,0,2,1,0,0,0,0,0,0,0.0,0.0,16,16,1,1,1,1,1,1,2.02928257687,0.934210526316,0.592559285905,0.515830529214,Land,Diplomatic,Attack,Attack
3,2178,1986,7,2,TUR,CYP,0,0,0,0,0,0,0,1,0,0.0,0.0,7,0,3,1,0,0,0,1,0,0,750.0,1000.0,0,1,4,4,4,4,4,4,15.651727677,66.1538461538,79.1276923077,66.652173913,Land,Diplomatic,None,ThreatForce
4,2568,1986,7,2,IRQ,GRC,0,0,0,0,1,0,0,0,0,0.0,0.0,16,0,4,1,0,0,0,0,0,0,0.0,0.0,0,16,2,2,2,2,2,2,6.77134502924,3.9603960396,1.61633390188,5.62794047048,None,Military,None,Attack
4,2601,1986,7,2,TUR,BUL,0,0,0,0,0,0,1,0,0,0.0,0.0,15,0,4,1,0,0,0,0,0,0,0.0,0.0,17,17,1,1,1,1,1,1,0.943298969072,4.52631578947,5.74157177942,7.30579825258,Land,Military,Clash,Clash
4,2198,1986,8,2,ROK,PRK,0,0,0,0,1,0,0,0,0,0.0,0.0,17,17,4,4,0,0,0,0,0,0,1356.0,1356.0,17,17,15,15,15,15,15,15,1.32041343669,0.72076372315,2.14578018431,4.96741382558,Land,Military,Clash,Clash
4,2565,1986,8,2,IRQ,BAH,0,0,0,0,1,0,0,0,0,0.0,0.0,16,0,4,1,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,85.8721447642,200.0,36.4479638009,99.3474576271,None,Military,None,None
2,2566,1986,8,2,TUR,IRN,0,0,0,0,1,0,0,0,0,0.0,0.0,1,1,2,2,0,0,0,0,0,0,13.0,13.0,16,0,2,2,2,2,2,2,0.310169491525,2.49275362319,1.04020628982,1.02319372601,Land,Diplomatic,Attack,None
4,2567,1986,8,2,YPR,DJI,0,0,0,0,0,0,1,0,0,0.0,0.0,16,0,4,1,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,7.05992572021,8.5,4.86842105263,1.188,Water12,Military,None,None
2,2587,1986,8,6,IRN,BAH,0,0,0,0,1,0,0,0,0,0.0,0.0,2,0,2,1,0,0,0,0,0,0,0.0,0.0,0,16,1,1,1,1,1,1,43.7555621477,86.25,111.866515837,152.36440678,None,Diplomatic,None,Attack
2,2587,1986,8,6,KUW,IRN,0,0,0,0,1,0,0,0,0,0.0,0.0,0,2,1,2,0,0,0,0,1,0,0.0,0.0,16,0,6,6,6,6,6,6,0.235593220339,0.0521739130435,0.0364445343311,0.0152956226709,Water24,Diplomatic,Attack,None
2,2587,1986,8,6,SAU,IRN,0,0,0,0,1,0,0,0,0,0.0,0.0,0,2,1,2,0,0,0,0,1,0,0.0,0.0,16,1,5,5,5,5,5,5,2.93220338983,0.231884057971,0.269936292851,0.238055509205,Water150,Diplomatic,Attack,ThreatForce
2,2587,1986,8,6,UAE,IRN,0,0,0,0,1,0,0,0,0,0.0,0.0,0,2,1,2,0,0,0,0,0,0,0.0,0.0,16,0,1,1,1,1,1,1,0.318644067797,0.127536231884,0.033147942158,0.0694143167028,Water150,Diplomatic,Attack,None
2,2589,1986,9,4,MZM,MAW,0,0,0,0,1,0,0,0,0,0.0,0.0,1,0,2,1,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,12.3784753363,9.28571428571,1.94545954115,2.95768374165,None,Diplomatic,None,None
2,2589,1986,9,4,ZAM,MAW,0,0,0,0,1,0,0,0,0,0.0,0.0,1,0,2,1,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,3.10152466368,2.42857142857,0.901222695425,4.65924276169,None,Diplomatic,None,None
2,2589,1986,9,4,ZIM,MAW,0,0,0,0,1,0,0,0,0,0.0,0.0,1,0,2,1,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,17.4883408072,6.42857142857,1.15482896002,3.3140311804,None,Diplomatic,None,None
4,2596,1986,9,2,UKG,IRN,0,0,0,0,1,0,0,0,0,0.0,0.0,7,16,3,4,1,0,0,0,1,1,0.0,0.0,16,0,4,4,4,4,4,4,4.63457627119,0.959420289855,1.1498028112,2.26864675455,None,Military,Attack,None
4,2597,1986,9,2,GFR,CZE,0,0,0,0,1,0,0,0,0,13.0,0.0,0,16,1,4,0,0,0,0,0,0,0.0,0.0,16,0,4,4,4,4,4,4,4.88583509514,2.31308411215,3.92751384061,6.58895100296,None,Military,Attack,None
4,2315,1986,10,2,ROK,CHN,0,0,0,0,0,0,1,0,0,0.0,0.0,15,0,4,1,0,1,1,0,0,0,1063.0,2013.0,17,0,8,8,8,8,8,8,0.876500857633,0.149875930521,0.0379232829671,0.163987638123,Water150,Military,Clash,None
4,2594,1986,10,2,KUW,IRN,0,0,0,0,1,0,0,0,0,0.0,0.0,0,16,1,4,0,0,0,0,1,0,0.0,0.0,16,0,7,7,7,7,7,7,0.235593220339,0.0521739130435,0.0364445343311,0.0152956226709,Water24,Military,Attack,None
4,2595,1986,10,2,IRQ,CYP,0,0,0,0,1,0,0,0,0,0.0,0.0,16,0,4,1,0,0,0,0,0,0,0.0,0.0,0,16,2,2,2,2,2,2,99.0335271981,61.5384615385,24.7846153846,42.4746376812,None,Military,None,Attack
4,2644,1986,10,2,PAK,IND,0,0,0,0,1,0,0,0,0,0.0,0.0,0,16,1,4,0,0,1,0,0,0,2597.0,2610.0,17,17,34,34,34,34,34,34,0.284818067754,0.383333333333,0.129743391219,0.181026176736,Land,Military,Clash,Clash
5,3628,1986,10,2,DRV,CHN,0,0,0,0,1,0,0,0,0,750.0,750.0,20,20,5,5,0,1,0,0,0,0,1239.0,1239.0,17,17,7,7,7,7,7,7,0.41269296741,0.312655086849,0.056229773835,0.0476815262068,Land,Military,Clash,Clash
4,2593,1986,11,2,LBR,IRN,0,0,0,0,1,0,0,0,0,0.0,0.0,0,16,1,4,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.00638983050847,0.0173913043478,0.0449185964203,0.0238611713666,None,Military,None,None
4,2803,1986,12,2,SUD,ETH,0,0,0,0,1,0,0,0,0,0.0,0.0,0,16,1,4,0,0,0,0,0,0,0.0,0.0,14,0,5,5,5,5,5,5,0.877405463598,0.196666666667,0.498589763211,1.651531151,Land,Military,Occupy,None
4,2831,1987,1,2,ISR,CYP,0,0,0,0,0,0,1,0,0,0.0,0.0,15,0,4,1,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,42.4758284439,13.8461538462,6.62974203338,7.04964539007,Water150,Military,None,None
4,2245,1987,2,2,SOM,ETH,0,0,0,0,1,0,0,0,0,63.0,63.0,17,17,4,4,0,0,2,0,0,0,1667.0,1956.0,17,17,16,16,16,16,16,16,0.0670349244047,0.166666666667,0.174002415817,0.308671065033,None,Military,Clash,Clash
4,2813,1987,2,2,JPN,ARG,0,0,0,0,0,0,1,0,0,0.0,0.0,0,16,1,4,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,20.8360655738,2.06779661017,3.91347140292,5.20804826013,None,Military,None,None
2,2737,1987,3,2,FRN,CAN,0,0,0,0,1,0,0,0,0,0.0,0.0,0,1,1,2,1,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,3.71608040201,6.5,2.11054820416,1.06337633202,None,Diplomatic,None,None
3,2778,1987,3,2,SRI,IND,0,0,1,0,0,0,0,0,0,0.0,0.0,8,7,3,3,0,0,0,0,0,0,0.0,0.0,15,16,1,1,1,1,1,1,0.0401202072539,0.0174603174603,0.0208758118229,0.0140678590114,Water12,Diplomatic,Seizure,Attack
2,2787,1987,3,2,TUR,SYR,0,0,0,0,1,0,0,0,0,0.0,0.0,1,0,2,1,0,0,0,0,0,0,89.0,89.0,17,17,6,6,6,6,6,6,0.511392405063,2.1975,4.7917768256,5.78370248838,None,Diplomatic,Clash,Clash
4,2777,1987,4,2,THI,MYA,0,0,0,0,1,0,0,0,0,0.0,0.0,0,16,1,4,0,0,0,0,0,0,0.0,13.0,16,0,12,12,12,12,12,12,5.9670781893,1.37634408602,1.36736365265,1.2733776188,Land,Military,Attack,None
3,2809,1987,4,2,MOR,MAA,0,0,0,0,1,0,0,0,0,0.0,0.0,7,7,3,3,0,0,0,0,0,0,0.0,0.0,0,16,2,2,2,2,2,2,24.5714285714,12.5,12.3164693219,34.2700421941,Land,Diplomatic,None,Attack
4,2810,1987,4,3,SAF,BOT,0,0,0,0,1,0,0,0,0,0.0,0.0,16,0,4,1,0,0,0,0,0,0,0.0,0.0,0,16,3,3,3,3,3,3,120.689655172,25.5,29.620188195,89.4299065421,None,Military,None,Attack
4,2810,1987,4,3,ZAM,SAF,0,0,0,0,1,0,0,0,0,0.0,0.0,0,16,1,4,0,0,0,0,0,1,13.0,26.0,16,0,10,10,10,10,10,10,0.0215848024316,0.166666666667,0.194073817363,0.224892883269,None,Military,Attack,None
4,2811,1987,4,2,PAN,IRQ,0,0,0,0,1,0,0,0,0,0.0,0.0,0,16,1,4,0,0,0,0,0,0,0.0,0.0,16,0,2,2,2,2,2,2,0.0074767691208,0.0133333333333,0.138211879976,0.0542812831606,None,Military,Attack,None
4,2739,1987,5,2,USA,IRQ,0,0,0,0,1,0,0,0,0,63.0,0.0,8,16,3,4,1,0,0,0,0,0,0.0,0.0,0,8,2,2,2,2,2,2,19.5829878485,2.53333333333,14.8685854256,5.05877071259,None,Military,None,Alert
3,2742,1987,5,2,USA,CUB,0,0,0,0,1,0,0,0,0,0.0,0.0,7,0,3,1,1,0,0,1,1,0,63.0,13.0,0,0,13,13,13,13,13,13,165.039759036,7.67676767677,23.5709154451,16.3006312467,None,Diplomatic,None,None
4,2796,1987,5,2,QAT,IRN,0,0,0,0,1,0,0,0,0,0.0,0.0,0,16,1,4,0,0,0,0,0,0,0.0,0.0,16,0,2,2,2,2,2,2,0.0172098214286,0.0314285714286,0.00817180529786,0.0121538047862,Water150,Military,Attack,None
4,2797,1987,5,2,KUW,IRN,0,0,0,0,1,0,0,0,0,0.0,0.0,0,16,1,4,0,0,0,0,1,0,0.0,0.0,16,0,8,8,8,8,8,8,0.15625,0.0571428571429,0.0372073743634,0.0148964775477,Water24,Military,Attack,None
4,2801,1987,5,2,SAF,MZM,0,0,0,0,1,0,0,0,0,0.0,0.0,16,0,4,1,0,0,0,0,0,0,13.0,0.0,15,16,1,1,1,1,1,1,31.0114054105,1.56923076923,2.4529611788,6.83988563259,Land,Military,Seizure,Attack
3,2807,1987,5,2,NIG,CAO,0,0,0,0,1,0,0,0,0,0.0,0.0,0,12,1,3,0,0,0,0,0,0,0.0,13.0,17,0,2,2,2,2,2,2,1.31861178159,9.2,9.37054148956,7.58855585831,Land,Diplomatic,Clash,None
4,2832,1987,5,2,NOR,IRN,0,0,0,0,1,0,0,0,0,0.0,0.0,0,16,1,4,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.2890625,0.108571428571,0.0826457700051,0.0428072062382,None,Military,None,None
4,2779,1987,6,2,IND,BNG,0,0,0,0,1,0,0,0,0,0.0,13.0,17,17,4,4,0,0,0,0,0,0,52.0,39.0,17,17,5,5,5,5,5,5,29.6012269939,12.3529411765,7.64144964558,9.77035213934,None,Military,Clash,Clash
4,2782,1987,6,2,TAW,CHN,0,0,0,0,1,0,0,0,0,0.0,0.0,16,16,4,4,0,1,0,0,0,0,89.0,89.0,17,17,11,11,11,11,11,11,1.04787234043,0.120113314448,0.0178166316939,0.064394194659,Water12,Military,Clash,Clash
4,2799,1987,6,2,TUR,IRN,0,0,0,0,1,0,0,0,0,0.0,13.0,15,16,4,4,0,0,0,0,0,0,13.0,13.0,16,0,3,3,3,3,3,3,0.225446428571,2.51142857143,1.03748371561,1.13745630546,Land,Military,Attack,None
4,2808,1987,6,2,LBR,IRN,0,0,0,0,1,0,0,0,0,0.0,0.0,0,16,1,4,0,0,0,0,0,0,0.0,0.0,16,0,1,1,1,1,1,1,0.00457589285714,0.0171428571429,0.0450238837788,0.0232320516268,None,Military,Attack,None
4,2816,1987,6,2,POL,GFR,0,0,0,0,1,0,0,0,0,0.0,0.0,16,0,4,1,0,0,0,0,0,0,0.0,0.0,0,15,2,2,2,2,2,2,0.208554259456,0.890909090909,0.61666421075,0.562838273996,None,Military,None,Seizure
4,2817,1987,6,2,IRN,GRC,0,0,0,0,1,0,0,0,0,0.0,0.0,16,0,4,1,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,4.20657276995,1.75879396985,5.06569343066,8.93560788083,None,Military,None,None
4,2823,1987,6,2,IRN,FRN,0,0,0,0,1,0,0,0,0,0.0,0.0,16,8,4,3,0,1,0,0,0,0,0.0,0.0,7,7,1,1,1,1,1,1,0.302907369844,0.626118067979,0.907530811121,1.9614978903,None,Military,ShowForce,ShowForce
4,2825,1987,6,2,SWD,IRN,0,0,0,0,1,0,0,0,0,0.0,0.0,0,16,1,4,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.542410714286,0.188571428571,0.165765267854,0.122237160527,None,Military,None,None
4,2786,1987,7,2,SYR,IRQ,0,0,0,0,1,0,0,0,0,0.0,0.0,12,16,3,4,0,0,0,0,0,0,0.0,63.0,7,7,3,3,3,3,3,3,0.282344531808,0.444444444444,0.671708511941,0.298506244388,Land,Military,ShowForce,ShowForce
4,2819,1987,7,2,IRQ,GRC,0,0,0,0,1,0,0,0,0,0.0,0.0,16,0,4,1,0,0,0,0,0,0,0.0,0.0,0,16,3,3,3,3,3,3,6.56807511737,4.52261306533,1.63283671633,5.88707352235,None,Military,None,Attack
4,2734,1987,8,2,PAN,IRN,0,0,0,0,1,0,0,0,0,0.0,0.0,0,16,1,4,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0116741071429,0.0342857142857,0.0445501559354,0.035762301694,None,Military,None,None
4,2788,1987,8,2,TUR,IRQ,0,0,0,0,1,0,0,0,0,0.0,0.0,0,16,1,4,0,0,0,0,0,0,13.0,13.0,16,0,6,6,6,6,6,6,0.144388849178,0.976666666667,3.21867728108,1.72647130846,None,Military,Attack,None
4,2795,1987,8,2,UAE,IRN,0,0,0,0,1,0,0,0,0,0.0,0.0,0,16,1,4,0,0,0,0,0,0,0.0,0.0,16,0,2,2,2,2,2,2,0.176339285714,0.125714285714,0.0339110181201,0.067168593708,Water150,Military,Attack,None
